city,state,latitude,longitude,parameter,value,unit,date,source
Varanasi,Uttar Pradesh,25.27785897317484,83.00848922767335,no2,20.44,µg/m³,2023-09-28,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.29610630140593,83.00021168302916,no2,44.42,µg/m³,2023-10-28,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.35813062089782,82.93863486559916,no2,29.54,µg/m³,2023-11-27,OpenAQ/CPCB
Meerut,Uttar Pradesh,29.029141326301175,77.6786038006907,pm25,75.35,µg/m³,2023-01-01,OpenAQ/CPCB
Meerut,Uttar Pradesh,28.969458507813865,77.6590670190803,pm25,76.13,µg/m³,2023-01-31,OpenAQ/CPCB
Meerut,Uttar Pradesh,28.984700711469323,77.67997780738635,pm25,29.61,µg/m³,2023-03-02,OpenAQ/CPCB
Meerut,Uttar Pradesh,28.971991267341778,77.65921875455281,pm25,59.63,µg/m³,2023-04-01,OpenAQ/CPCB
Meerut,Uttar Pradesh,29.01841762876116,77.72139606842941,pm25,57.59,µg/m³,2023-05-01,OpenAQ/CPCB
Meerut,Uttar Pradesh,28.94825995877259,77.68508793973133,pm25,53.15,µg/m³,2023-05-31,OpenAQ/CPCB
Meerut,Uttar Pradesh,29.0041071988576,77.67027926918182,pm25,54.37,µg/m³,2023-06-30,OpenAQ/CPCB
Meerut,Uttar Pradesh,28.979360147398225,77.65692511983056,pm25,50.41,µg/m³,2023-07-30,OpenAQ/CPCB
Meerut,Uttar Pradesh,28.960092392843706,77.73989630992824,pm25,30.43,µg/m³,2023-08-29,OpenAQ/CPCB
Meerut,Uttar Pradesh,29.007223478532495,77.70917715058867,pm25,45.41,µg/m³,2023-09-28,OpenAQ/CPCB
Meerut,Uttar Pradesh,28.963310157803924,77.68651511945862,pm25,56.62,µg/m³,2023-10-28,OpenAQ/CPCB
Meerut,Uttar Pradesh,28.976482554375345,77.73578991086394,pm25,52.97,µg/m³,2023-11-27,OpenAQ/CPCB
Meerut,Uttar Pradesh,28.945585789529,77.7469146885662,no2,42.49,µg/m³,2023-01-01,OpenAQ/CPCB
Meerut,Uttar Pradesh,28.93614353522059,77.70793757302094,no2,46.94,µg/m³,2023-01-31,OpenAQ/CPCB
Meerut,Uttar Pradesh,28.948857684024627,77.69932388931034,no2,19.79,µg/m³,2023-03-02,OpenAQ/CPCB
Meerut,Uttar Pradesh,28.958556423880655,77.69805675952085,no2,26.4,µg/m³,2023-04-01,OpenAQ/CPCB
Meerut,Uttar Pradesh,28.943061395498727,77.75386544909523,no2,27.28,µg/m³,2023-05-01,OpenAQ/CPCB
Meerut,Uttar Pradesh,28.987105944532217,77.70713276965797,no2,16.7,µg/m³,2023-05-31,OpenAQ/CPCB
Meerut,Uttar Pradesh,28.98991519524182,77.695445373256,no2,33.02,µg/m³,2023-06-30,OpenAQ/CPCB
Meerut,Uttar Pradesh,28.998067079146864,77.75450394225516,no2,23.83,µg/m³,2023-07-30,OpenAQ/CPCB
Meerut,Uttar Pradesh,28.936124223110895,77.73525200162796,no2,20.0,µg/m³,2023-08-29,OpenAQ/CPCB
Meerut,Uttar Pradesh,29.007794102145066,77.71922569624756,no2,21.61,µg/m³,2023-09-28,OpenAQ/CPCB
Meerut,Uttar Pradesh,29.00801869848123,77.6896518608372,no2,52.51,µg/m³,2023-10-28,OpenAQ/CPCB
Meerut,Uttar Pradesh,28.98910137452077,77.73775088655562,no2,29.32,µg/m³,2023-11-27,OpenAQ/CPCB
Rajkot,Gujarat,22.331814259347826,70.7986622899747,pm25,27.91,µg/m³,2023-01-01,OpenAQ/CPCB
Rajkot,Gujarat,22.317073584775834,70.83334976818476,pm25,41.74,µg/m³,2023-01-31,OpenAQ/CPCB
Rajkot,Gujarat,22.331519039970342,70.79796795774473,pm25,13.85,µg/m³,2023-03-02,OpenAQ/CPCB
Rajkot,Gujarat,22.25828062756591,70.77214698337151,pm25,17.25,µg/m³,2023-04-01,OpenAQ/CPCB
Rajkot,Gujarat,22.347237097995038,70.80373835892544,pm25,13.54,µg/m³,2023-05-01,OpenAQ/CPCB
Rajkot,Gujarat,22.30820306976542,70.77753137652026,pm25,27.52,µg/m³,2023-05-31,OpenAQ/CPCB
Rajkot,Gujarat,22.27301034307339,70.78789741760353,pm25,24.04,µg/m³,2023-06-30,OpenAQ/CPCB
Rajkot,Gujarat,22.340479827707803,70.78539246863814,pm25,24.45,µg/m³,2023-07-30,OpenAQ/CPCB
Rajkot,Gujarat,22.290701917431466,70.84114865170123,pm25,14.76,µg/m³,2023-08-29,OpenAQ/CPCB
Rajkot,Gujarat,22.343363749495506,70.79086447682607,pm25,23.89,µg/m³,2023-09-28,OpenAQ/CPCB
Rajkot,Gujarat,22.3035203226537,70.80195233924937,pm25,49.13,µg/m³,2023-10-28,OpenAQ/CPCB
Rajkot,Gujarat,22.305827585353494,70.83231480874018,pm25,47.82,µg/m³,2023-11-27,OpenAQ/CPCB
Rajkot,Gujarat,22.261792700605547,70.81244532988302,no2,23.65,µg/m³,2023-01-01,OpenAQ/CPCB
Rajkot,Gujarat,22.30844743973446,70.78432114282145,no2,25.06,µg/m³,2023-01-31,OpenAQ/CPCB
Rajkot,Gujarat,22.319991922145814,70.78284958560907,no2,7.83,µg/m³,2023-03-02,OpenAQ/CPCB
Rajkot,Gujarat,22.296511607288302,70.82117648084454,no2,12.12,µg/m³,2023-04-01,OpenAQ/CPCB
Rajkot,Gujarat,22.258135516285012,70.83920371750564,no2,10.06,µg/m³,2023-05-01,OpenAQ/CPCB
Rajkot,Gujarat,22.353715059777304,70.77965553600748,no2,10.07,µg/m³,2023-05-31,OpenAQ/CPCB
Rajkot,Gujarat,22.348690437860306,70.75970411649881,no2,15.22,µg/m³,2023-06-30,OpenAQ/CPCB
Rajkot,Gujarat,22.290231113065097,70.83230959755622,no2,12.41,µg/m³,2023-07-30,OpenAQ/CPCB
Rajkot,Gujarat,22.349178939627958,70.76647794683626,no2,12.75,µg/m³,2023-08-29,OpenAQ/CPCB
Rajkot,Gujarat,22.332031196974345,70.75567989657985,no2,12.16,µg/m³,2023-09-28,OpenAQ/CPCB
Rajkot,Gujarat,22.331751537350684,70.78883284731072,no2,13.91,µg/m³,2023-10-28,OpenAQ/CPCB
Rajkot,Gujarat,22.31062446417241,70.81270948288548,no2,18.57,µg/m³,2023-11-27,OpenAQ/CPCB
Amritsar,Punjab,31.678882352926557,74.85950133784706,pm25,101.67,µg/m³,2023-01-01,OpenAQ/CPCB
Amritsar,Punjab,31.64139217783339,74.87524598815362,pm25,107.17,µg/m³,2023-01-31,OpenAQ/CPCB
Amritsar,Punjab,31.648956073670604,74.84726116530933,pm25,46.27,µg/m³,2023-03-02,OpenAQ/CPCB
Amritsar,Punjab,31.657567485947943,74.87220439602564,pm25,35.93,µg/m³,2023-04-01,OpenAQ/CPCB
Amritsar,Punjab,31.640167271075963,74.84847766765874,pm25,45.87,µg/m³,2023-05-01,OpenAQ/CPCB
Amritsar,Punjab,31.62862731124056,74.92193651121548,pm25,41.26,µg/m³,2023-05-31,OpenAQ/CPCB
Amritsar,Punjab,31.67564789095419,74.87142001952542,pm25,42.18,µg/m³,2023-06-30,OpenAQ/CPCB
Amritsar,Punjab,31.66928262903843,74.86750426852454,pm25,36.26,µg/m³,2023-07-30,OpenAQ/CPCB
Amritsar,Punjab,31.628511119274247,74.83107907411046,pm25,64.46,µg/m³,2023-08-29,OpenAQ/CPCB
Amritsar,Punjab,31.66855212189747,74.85425877720999,pm25,56.59,µg/m³,2023-09-28,OpenAQ/CPCB
Amritsar,Punjab,31.590493907831608,74.87651713612256,pm25,79.97,µg/m³,2023-10-28,OpenAQ/CPCB
Amritsar,Punjab,31.66913620507531,74.89348091040071,pm25,115.56,µg/m³,2023-11-27,OpenAQ/CPCB
Amritsar,Punjab,31.6477700022564,74.90166963838449,no2,65.51,µg/m³,2023-01-01,OpenAQ/CPCB
Amritsar,Punjab,31.596136245507846,74.84239803711776,no2,50.29,µg/m³,2023-01-31,OpenAQ/CPCB
Amritsar,Punjab,31.663037306080774,74.82492840268083,no2,20.47,µg/m³,2023-03-02,OpenAQ/CPCB
Amritsar,Punjab,31.620891116550123,74.90266617262886,no2,28.85,µg/m³,2023-04-01,OpenAQ/CPCB
Amritsar,Punjab,31.645194836262053,74.8309215481652,no2,28.81,µg/m³,2023-05-01,OpenAQ/CPCB
Amritsar,Punjab,31.68395950439344,74.89418696598906,no2,23.91,µg/m³,2023-05-31,OpenAQ/CPCB
Amritsar,Punjab,31.66091645503747,74.90463393995084,no2,28.28,µg/m³,2023-06-30,OpenAQ/CPCB
Amritsar,Punjab,31.681237973151376,74.88653385893863,no2,19.16,µg/m³,2023-07-30,OpenAQ/CPCB
Amritsar,Punjab,31.65201089906496,74.85675147807027,no2,26.75,µg/m³,2023-08-29,OpenAQ/CPCB
Amritsar,Punjab,31.66202629288383,74.88627939293666,no2,35.4,µg/m³,2023-09-28,OpenAQ/CPCB
Amritsar,Punjab,31.680626461393413,74.8655618286482,no2,38.42,µg/m³,2023-10-28,OpenAQ/CPCB
Amritsar,Punjab,31.58954128500178,74.8347161120639,no2,64.9,µg/m³,2023-11-27,OpenAQ/CPCB
Ludhiana,Punjab,30.867465707989012,75.83956607511546,pm25,64.98,µg/m³,2023-01-01,OpenAQ/CPCB
Ludhiana,Punjab,30.885602308234187,75.90139040549315,pm25,100.14,µg/m³,2023-01-31,OpenAQ/CPCB
Ludhiana,Punjab,30.935593370615585,75.8323605308982,pm25,62.15,µg/m³,2023-03-02,OpenAQ/CPCB
Ludhiana,Punjab,30.906084141548313,75.81981702951269,pm25,53.02,µg/m³,2023-04-01,OpenAQ/CPCB
Ludhiana,Punjab,30.904347802976837,75.85755731447412,pm25,41.36,µg/m³,2023-05-01,OpenAQ/CPCB
Ludhiana,Punjab,30.94516069878686,75.82271942668795,pm25,36.65,µg/m³,2023-05-31,OpenAQ/CPCB
Ludhiana,Punjab,30.923063276843727,75.86781389078618,pm25,53.86,µg/m³,2023-06-30,OpenAQ/CPCB
Ludhiana,Punjab,30.90736180344313,75.88982362673266,pm25,60.31,µg/m³,2023-07-30,OpenAQ/CPCB
Ludhiana,Punjab,30.855546180329135,75.87144537338243,pm25,31.72,µg/m³,2023-08-29,OpenAQ/CPCB
Ludhiana,Punjab,30.91611299774856,75.88399590009162,pm25,50.98,µg/m³,2023-09-28,OpenAQ/CPCB
Ludhiana,Punjab,30.914899119220888,75.85710380601361,pm25,81.63,µg/m³,2023-10-28,OpenAQ/CPCB
Ludhiana,Punjab,30.87996716568016,75.90296501699544,pm25,94.94,µg/m³,2023-11-27,OpenAQ/CPCB
Ludhiana,Punjab,30.931468815421574,75.87579908411956,no2,47.68,µg/m³,2023-01-01,OpenAQ/CPCB
Ludhiana,Punjab,30.858297302550536,75.81329130329347,no2,41.17,µg/m³,2023-01-31,OpenAQ/CPCB
Ludhiana,Punjab,30.899425113010736,75.82770230135634,no2,25.64,µg/m³,2023-03-02,OpenAQ/CPCB
Ludhiana,Punjab,30.882258249924693,75.87913628851123,no2,28.9,µg/m³,2023-04-01,OpenAQ/CPCB
Ludhiana,Punjab,30.937077736575432,75.90483741279148,no2,31.39,µg/m³,2023-05-01,OpenAQ/CPCB
Ludhiana,Punjab,30.88805401980503,75.86346512157483,no2,19.62,µg/m³,2023-05-31,OpenAQ/CPCB
Ludhiana,Punjab,30.897647256704065,75.83404716744542,no2,23.29,µg/m³,2023-06-30,OpenAQ/CPCB
Ludhiana,Punjab,30.860681165256057,75.83632120049698,no2,21.91,µg/m³,2023-07-30,OpenAQ/CPCB
Ludhiana,Punjab,30.912537744416397,75.83212702803812,no2,24.56,µg/m³,2023-08-29,OpenAQ/CPCB
Ludhiana,Punjab,30.866969966213016,75.84004358208011,no2,33.95,µg/m³,2023-09-28,OpenAQ/CPCB
Ludhiana,Punjab,30.882271492086225,75.88361213751386,no2,51.01,µg/m³,2023-10-28,OpenAQ/CPCB
Ludhiana,Punjab,30.902472483923148,75.85717597083976,no2,48.22,µg/m³,2023-11-27,OpenAQ/CPCB
Chandigarh,Chandigarh,30.685617629821635,76.82392328040692,pm25,53.0,µg/m³,2023-01-01,OpenAQ/CPCB
Chandigarh,Chandigarh,30.779968663055246,76.75091444225262,pm25,61.82,µg/m³,2023-01-31,OpenAQ/CPCB
Chandigarh,Chandigarh,30.68835404046279,76.77888942035251,pm25,30.55,µg/m³,2023-03-02,OpenAQ/CPCB
Chandigarh,Chandigarh,30.74872600368896,76.77645868533682,pm25,43.72,µg/m³,2023-04-01,OpenAQ/CPCB
Chandigarh,Chandigarh,30.768017236539347,76.77249277693475,pm25,35.12,µg/m³,2023-05-01,OpenAQ/CPCB
Chandigarh,Chandigarh,30.75605080633594,76.80578567641619,pm25,43.73,µg/m³,2023-05-31,OpenAQ/CPCB
Chandigarh,Chandigarh,30.723358162101476,76.7864281643881,pm25,30.87,µg/m³,2023-06-30,OpenAQ/CPCB
Chandigarh,Chandigarh,30.738622292662114,76.73675317497428,pm25,26.61,µg/m³,2023-07-30,OpenAQ/CPCB
Chandigarh,Chandigarh,30.759740411470723,76.75737206776239,pm25,34.32,µg/m³,2023-08-29,OpenAQ/CPCB
Chandigarh,Chandigarh,30.751339864011886,76.74128110197235,pm25,46.38,µg/m³,2023-09-28,OpenAQ/CPCB
Chandigarh,Chandigarh,30.72269037127286,76.80888972283809,pm25,82.85,µg/m³,2023-10-28,OpenAQ/CPCB
Chandigarh,Chandigarh,30.777194856695537,76.80489651722928,pm25,54.37,µg/m³,2023-11-27,OpenAQ/CPCB
Chandigarh,Chandigarh,30.73421225162252,76.77940779035706,no2,26.72,µg/m³,2023-01-01,OpenAQ/CPCB
Chandigarh,Chandigarh,30.69700363735675,76.76270407053528,no2,22.9,µg/m³,2023-01-31,OpenAQ/CPCB
Chandigarh,Chandigarh,30.72899885592829,76.79002605224038,no2,18.64,µg/m³,2023-03-02,OpenAQ/CPCB
Chandigarh,Chandigarh,30.71609658476365,76.79070681210646,no2,19.22,µg/m³,2023-04-01,OpenAQ/CPCB
Chandigarh,Chandigarh,30.782361573756113,76.80333193605736,no2,14.34,µg/m³,2023-05-01,OpenAQ/CPCB
Chandigarh,Chandigarh,30.716937345215168,76.81222893859574,no2,16.23,µg/m³,2023-05-31,OpenAQ/CPCB
Chandigarh,Chandigarh,30.754173980643543,76.75937905647373,no2,19.45,µg/m³,2023-06-30,OpenAQ/CPCB
Chandigarh,Chandigarh,30.720135780986578,76.7967806392473,no2,23.37,µg/m³,2023-07-30,OpenAQ/CPCB
Chandigarh,Chandigarh,30.74167021418488,76.80907548139301,no2,25.64,µg/m³,2023-08-29,OpenAQ/CPCB
Chandigarh,Chandigarh,30.752104365120278,76.73206471549638,no2,22.12,µg/m³,2023-09-28,OpenAQ/CPCB
Chandigarh,Chandigarh,30.780007069617206,76.80769039914314,no2,33.58,µg/m³,2023-10-28,OpenAQ/CPCB
Chandigarh,Chandigarh,30.74106343958642,76.80154001122962,no2,41.08,µg/m³,2023-11-27,OpenAQ/CPCB
Coimbatore,Tamil Nadu,10.983851206174666,76.96870252411453,pm25,5.0,µg/m³,2023-01-01,OpenAQ/CPCB
Coimbatore,Tamil Nadu,11.050916712495827,76.92057757083003,pm25,5.0,µg/m³,2023-01-31,OpenAQ/CPCB
Coimbatore,Tamil Nadu,10.96995705133421,77.00062051707843,pm25,5.0,µg/m³,2023-03-02,OpenAQ/CPCB
Coimbatore,Tamil Nadu,10.96869373675066,76.93716924834459,pm25,5.0,µg/m³,2023-04-01,OpenAQ/CPCB
Coimbatore,Tamil Nadu,11.035850026091852,76.94683774093227,pm25,5.0,µg/m³,2023-05-01,OpenAQ/CPCB
Coimbatore,Tamil Nadu,11.05885209498972,76.99308177089122,pm25,5.0,µg/m³,2023-05-31,OpenAQ/CPCB
Coimbatore,Tamil Nadu,10.973028128601443,76.91960824857851,pm25,5.0,µg/m³,2023-06-30,OpenAQ/CPCB
Coimbatore,Tamil Nadu,10.999304953442605,76.97202267997143,pm25,5.0,µg/m³,2023-07-30,OpenAQ/CPCB
Coimbatore,Tamil Nadu,10.998175259873781,76.92311824238573,pm25,5.0,µg/m³,2023-08-29,OpenAQ/CPCB
Coimbatore,Tamil Nadu,11.001032701768185,76.94122869886448,pm25,5.0,µg/m³,2023-09-28,OpenAQ/CPCB
Coimbatore,Tamil Nadu,11.038892456132729,76.97013090999994,pm25,5.0,µg/m³,2023-10-28,OpenAQ/CPCB
Coimbatore,Tamil Nadu,11.027807658007875,76.92502641691367,pm25,5.0,µg/m³,2023-11-27,OpenAQ/CPCB
Coimbatore,Tamil Nadu,11.02260866508074,76.92828670379927,no2,5.0,µg/m³,2023-01-01,OpenAQ/CPCB
Coimbatore,Tamil Nadu,10.99656145652769,76.93470041374034,no2,5.0,µg/m³,2023-01-31,OpenAQ/CPCB
Coimbatore,Tamil Nadu,11.03729882597402,76.93750407450185,no2,5.0,µg/m³,2023-03-02,OpenAQ/CPCB
Coimbatore,Tamil Nadu,11.06017003747708,76.98534053560023,no2,5.0,µg/m³,2023-04-01,OpenAQ/CPCB
Coimbatore,Tamil Nadu,10.978987410573271,76.97346222457826,no2,5.0,µg/m³,2023-05-01,OpenAQ/CPCB
Coimbatore,Tamil Nadu,11.064816053732136,76.98763774601305,no2,5.0,µg/m³,2023-05-31,OpenAQ/CPCB
Coimbatore,Tamil Nadu,11.047261583395658,76.93484526519929,no2,5.0,µg/m³,2023-06-30,OpenAQ/CPCB
Coimbatore,Tamil Nadu,11.03821412874984,76.94043635140956,no2,5.0,µg/m³,2023-07-30,OpenAQ/CPCB
Coimbatore,Tamil Nadu,10.992444397547349,76.95370792630165,no2,5.0,µg/m³,2023-08-29,OpenAQ/CPCB
Coimbatore,Tamil Nadu,11.020657792370866,76.99910239337832,no2,5.0,µg/m³,2023-09-28,OpenAQ/CPCB
Coimbatore,Tamil Nadu,10.980527295480092,76.96736770344144,no2,5.0,µg/m³,2023-10-28,OpenAQ/CPCB
Coimbatore,Tamil Nadu,10.991045803841029,76.9727833964893,no2,5.0,µg/m³,2023-11-27,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.700594457340866,83.17374911068396,pm25,23.35,µg/m³,2023-01-01,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.708535805625026,83.17855449047774,pm25,21.39,µg/m³,2023-01-31,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.637318144640716,83.22353525657796,pm25,15.18,µg/m³,2023-03-02,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.67749074515469,83.26200320985961,pm25,16.64,µg/m³,2023-04-01,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.68454485204409,83.18844559746677,pm25,16.17,µg/m³,2023-05-01,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.66891677021192,83.23308979178903,pm25,16.96,µg/m³,2023-05-31,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.645746072051153,83.22591333531754,pm25,16.45,µg/m³,2023-06-30,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.709111767824243,83.26216693797507,pm25,13.01,µg/m³,2023-07-30,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.654306477548097,83.25672449731648,pm25,16.49,µg/m³,2023-08-29,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.728763481185094,83.26821718030885,pm25,9.69,µg/m³,2023-09-28,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.686338389732178,83.26216087447779,pm25,21.12,µg/m³,2023-10-28,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.729403969789647,83.2561743167918,pm25,30.5,µg/m³,2023-11-27,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.69359618686645,83.17923006907736,no2,8.16,µg/m³,2023-01-01,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.665256165235007,83.26740994700887,no2,17.14,µg/m³,2023-01-31,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.686191242034184,83.26235605017409,no2,7.27,µg/m³,2023-03-02,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.68360207690063,83.1877811398274,no2,8.85,µg/m³,2023-04-01,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.653049426253975,83.21439144710324,no2,5.06,µg/m³,2023-05-01,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.655419906912808,83.24216178954923,no2,5.8,µg/m³,2023-05-31,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.693578122242094,83.24422827502576,no2,8.54,µg/m³,2023-06-30,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.722414650427346,83.2582042761784,no2,5.38,µg/m³,2023-07-30,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.68832806589598,83.17717377698484,no2,8.72,µg/m³,2023-08-29,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.655278120104736,83.18256118756344,no2,7.91,µg/m³,2023-09-28,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.661604708366717,83.19457852770655,no2,11.06,µg/m³,2023-10-28,OpenAQ/CPCB
Visakhapatnam,Andhra Pradesh,17.712175665178147,83.26390348226549,no2,10.24,µg/m³,2023-11-27,OpenAQ/CPCB
Guwahati,Assam,26.1667882528401,91.68734357341941,pm25,41.04,µg/m³,2023-01-01,OpenAQ/CPCB
Guwahati,Assam,26.163776859042276,91.69241243318005,pm25,53.31,µg/m³,2023-01-31,OpenAQ/CPCB
Guwahati,Assam,26.125180634200362,91.72674166129684,pm25,19.24,µg/m³,2023-03-02,OpenAQ/CPCB
Guwahati,Assam,26.184011836981625,91.75655570351022,pm25,26.69,µg/m³,2023-04-01,OpenAQ/CPCB
Guwahati,Assam,26.106241574584477,91.77781303858507,pm25,22.98,µg/m³,2023-05-01,OpenAQ/CPCB
Guwahati,Assam,26.155962544814386,91.70811286009354,pm25,22.67,µg/m³,2023-05-31,OpenAQ/CPCB
Guwahati,Assam,26.10981855646892,91.76097348371508,pm25,19.54,µg/m³,2023-06-30,OpenAQ/CPCB
Guwahati,Assam,26.13608456154312,91.74112345088183,pm25,28.69,µg/m³,2023-07-30,OpenAQ/CPCB
Guwahati,Assam,26.14825176876932,91.75260944393396,pm25,26.07,µg/m³,2023-08-29,OpenAQ/CPCB
Guwahati,Assam,26.11924654293086,91.76167395497248,pm25,21.18,µg/m³,2023-09-28,OpenAQ/CPCB
Guwahati,Assam,26.102687030647328,91.73087479774965,pm25,60.96,µg/m³,2023-10-28,OpenAQ/CPCB
Guwahati,Assam,26.102310272214744,91.74261687222734,pm25,55.05,µg/m³,2023-11-27,OpenAQ/CPCB
Guwahati,Assam,26.149264924871094,91.73674870560926,no2,18.15,µg/m³,2023-01-01,OpenAQ/CPCB
Guwahati,Assam,26.10948523813824,91.71901176377422,no2,28.05,µg/m³,2023-01-31,OpenAQ/CPCB
Guwahati,Assam,26.10612400221847,91.70674014855393,no2,15.02,µg/m³,2023-03-02,OpenAQ/CPCB
Guwahati,Assam,26.10359416444517,91.73723753540328,no2,15.69,µg/m³,2023-04-01,OpenAQ/CPCB
Guwahati,Assam,26.13984323001798,91.73752478432016,no2,18.12,µg/m³,2023-05-01,OpenAQ/CPCB
Guwahati,Assam,26.100273678093252,91.73243783057389,no2,14.33,µg/m³,2023-05-31,OpenAQ/CPCB
Guwahati,Assam,26.166828007982502,91.72579487099532,no2,18.1,µg/m³,2023-06-30,OpenAQ/CPCB
Guwahati,Assam,26.169080448283182,91.7440311265059,no2,18.21,µg/m³,2023-07-30,OpenAQ/CPCB
Guwahati,Assam,26.128952886656215,91.6925759912112,no2,9.91,µg/m³,2023-08-29,OpenAQ/CPCB
Guwahati,Assam,26.187958279888495,91.69310191461602,no2,20.12,µg/m³,2023-09-28,OpenAQ/CPCB
Guwahati,Assam,26.09767348710231,91.72708669358192,no2,35.04,µg/m³,2023-10-28,OpenAQ/CPCB
Guwahati,Assam,26.171082768292372,91.78403332849241,no2,31.85,µg/m³,2023-11-27,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.516136193888233,76.98588565985808,pm25,5.0,µg/m³,2023-01-01,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.561062028531072,76.97727673115246,pm25,5.0,µg/m³,2023-01-31,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.542373035410154,76.95277925381255,pm25,5.0,µg/m³,2023-03-02,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.53945340984187,76.92137698871392,pm25,5.0,µg/m³,2023-04-01,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.5278258486398,76.9394842539544,pm25,5.0,µg/m³,2023-05-01,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.496369021596628,76.88694732949449,pm25,5.0,µg/m³,2023-05-31,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.503936298870299,76.95394998577765,pm25,5.0,µg/m³,2023-06-30,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.527293360849676,76.96893604373757,pm25,5.0,µg/m³,2023-07-30,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.508715973498763,76.91416497277952,pm25,5.0,µg/m³,2023-08-29,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.546602394590893,76.89788446387665,pm25,5.0,µg/m³,2023-09-28,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.516024059849176,76.9632053467514,pm25,5.0,µg/m³,2023-10-28,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.475664579636355,76.90720816218501,pm25,5.0,µg/m³,2023-11-27,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.47745762757543,76.94637848967315,no2,5.0,µg/m³,2023-01-01,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.478967632124375,76.96065410784799,no2,5.0,µg/m³,2023-01-31,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.497533927848757,76.90832692101776,no2,5.0,µg/m³,2023-03-02,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.479744403502448,76.93698958489409,no2,5.0,µg/m³,2023-04-01,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.555678625676332,76.9597517483116,no2,5.0,µg/m³,2023-05-01,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.533891767427727,76.95385319014369,no2,5.0,µg/m³,2023-05-31,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.50427644351442,76.90092604341633,no2,5.0,µg/m³,2023-06-30,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.496204274044604,76.91665009537574,no2,5.0,µg/m³,2023-07-30,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.568952025502673,76.97457138909638,no2,5.0,µg/m³,2023-08-29,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.536699313764833,76.92932005822945,no2,5.0,µg/m³,2023-09-28,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.57132902353437,76.98075864098318,no2,5.0,µg/m³,2023-10-28,OpenAQ/CPCB
Thiruvananthapuram,Kerala,8.552680459598053,76.91847344573164,no2,5.0,µg/m³,2023-11-27,OpenAQ/CPCB
Kochi,Kerala,9.896121760782517,76.25494601885072,pm25,5.0,µg/m³,2023-01-01,OpenAQ/CPCB
Kochi,Kerala,9.928551882041223,76.302234093226,pm25,5.0,µg/m³,2023-01-31,OpenAQ/CPCB
Kochi,Kerala,9.951957679748798,76.2978776159935,pm25,5.0,µg/m³,2023-03-02,OpenAQ/CPCB
Kochi,Kerala,9.93743859495869,76.31407861885467,pm25,5.0,µg/m³,2023-04-01,OpenAQ/CPCB
Kochi,Kerala,9.894609275105909,76.24158585160896,pm25,5.0,µg/m³,2023-05-01,OpenAQ/CPCB
